":START_ID",":END_ID"
"05391022-4f40-4f17-a5bc-d939a46366ce","f94dbcdb-88f3-4d18-88e0-5e560a380b0f"
"05391022-4f40-4f17-a5bc-d939a46366ce","6d586e0f-85d1-4b56-86ba-315f6ade18f2"
"05391022-4f40-4f17-a5bc-d939a46366ce","226e17bd-0067-41ef-9615-bc1804e4ffc2"
"05391022-4f40-4f17-a5bc-d939a46366ce","0a7e2dce-39f9-4368-933f-e179c08310e8"
"05391022-4f40-4f17-a5bc-d939a46366ce","af05bff6-0b42-4a2d-ab09-fd0385dcfae7"
"05391022-4f40-4f17-a5bc-d939a46366ce","840bbebb-eec3-416c-8bd1-16cdd34fe9a2"
"05391022-4f40-4f17-a5bc-d939a46366ce","de293509-dfa7-4eeb-bcb5-76811d8697d1"
"05391022-4f40-4f17-a5bc-d939a46366ce","729c7e4b-be8a-4605-a566-69b8796aa64e"
"05391022-4f40-4f17-a5bc-d939a46366ce","032e889b-0f15-43c2-ab89-acc682ebe9f7"
"05391022-4f40-4f17-a5bc-d939a46366ce","c8f0413f-9cbf-4db9-8f3d-c91d23e69cd7"
"05391022-4f40-4f17-a5bc-d939a46366ce","d15b9aa2-3b6a-49e3-aa35-e4c2f98b3940"
"05391022-4f40-4f17-a5bc-d939a46366ce","82bd2b70-2856-4283-a23b-88e13c5b82d0"
"05391022-4f40-4f17-a5bc-d939a46366ce","f8307328-b71d-4f43-9dac-2a7805eb11e2"
"05391022-4f40-4f17-a5bc-d939a46366ce","4286f180-cfce-4876-940e-5425abec85d6"
"05391022-4f40-4f17-a5bc-d939a46366ce","480d36bd-7cca-4e0d-988a-96e48d137b53"
